Sr.No.,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,y
10659,23,student,single,secondary,no,165,yes,no,cellular,2,apr,148,1,no
10660,57,services,married,secondary,no,0,yes,no,cellular,14,may,16,9,no
10661,51,technician,married,secondary,yes,61,no,yes,telephone,30,jul,27,20,no
10662,49,self-employed,divorced,secondary,no,-478,yes,yes,cellular,20,nov,291,1,no
10663,25,blue-collar,married,primary,yes,-589,yes,no,unknown,3,jun,233,1,no
10664,35,admin.,single,tertiary,no,994,no,no,cellular,2,feb,75,2,no
10665,55,blue-collar,single,primary,no,1187,yes,no,unknown,2,jun,193,2,no
10666,29,blue-collar,single,secondary,no,260,yes,no,unknown,2,jun,707,14,yes
10667,29,admin.,single,tertiary,no,200,yes,no,cellular,11,may,195,1,no
10668,37,management,single,tertiary,no,1743,yes,no,cellular,18,nov,192,1,no
10669,39,self-employed,married,secondary,no,31,yes,no,unknown,23,may,146,4,no
10670,51,management,married,tertiary,no,0,yes,yes,unknown,29,may,410,5,no
10671,31,blue-collar,single,primary,no,817,yes,no,cellular,17,apr,160,1,no
10672,39,blue-collar,single,secondary,no,254,no,no,cellular,27,may,128,4,no
10673,39,blue-collar,married,primary,no,2303,yes,no,unknown,17,jun,775,3,yes
10674,28,blue-collar,married,secondary,no,597,yes,no,unknown,8,may,223,2,no
10675,32,blue-collar,married,primary,no,131,yes,no,unknown,21,may,212,2,no
10676,28,technician,married,secondary,no,1944,yes,no,telephone,18,may,21,7,no
10677,26,management,single,tertiary,no,1720,no,no,cellular,3,feb,383,1,no
10678,61,self-employed,divorced,tertiary,no,6610,no,no,cellular,24,feb,481,2,yes
10679,35,self-employed,married,secondary,no,5613,yes,no,cellular,28,jul,699,3,yes
10680,30,admin.,married,tertiary,no,1717,no,yes,unknown,2,jul,218,2,no
10681,32,entrepreneur,married,unknown,no,73,yes,no,cellular,9,jul,175,1,no
10682,36,management,single,secondary,no,1898,yes,no,cellular,22,aug,243,4,no
10683,33,management,married,tertiary,no,876,no,no,unknown,20,may,1287,2,no
10684,40,technician,divorced,secondary,no,93,no,no,cellular,2,feb,123,2,no
10685,52,management,married,secondary,no,335,no,no,cellular,21,oct,411,1,yes
10686,45,blue-collar,married,secondary,no,392,yes,no,cellular,17,jul,80,2,no
10687,46,management,married,tertiary,no,5108,no,no,cellular,11,aug,165,4,no
10688,43,blue-collar,married,secondary,no,184,no,yes,cellular,16,jul,1019,11,yes
10689,30,technician,married,secondary,no,9,no,no,cellular,21,aug,129,2,no
10690,41,services,married,secondary,no,3992,yes,no,telephone,20,nov,281,2,no
10691,33,management,married,secondary,no,1423,yes,no,cellular,15,may,333,2,no
10692,31,blue-collar,married,primary,no,33,yes,no,cellular,24,jul,901,2,yes
10693,30,management,single,tertiary,no,6493,no,no,cellular,11,aug,132,5,no
10694,41,blue-collar,married,secondary,no,2039,yes,no,cellular,8,may,729,1,yes
10695,29,technician,single,secondary,no,-166,yes,no,unknown,16,may,323,2,no
10696,43,entrepreneur,married,primary,no,629,yes,no,cellular,2,feb,70,3,no
10697,40,blue-collar,married,secondary,no,1318,yes,no,unknown,17,jun,681,2,no
10698,36,technician,married,secondary,no,1497,no,yes,cellular,21,nov,455,2,no
10699,33,management,single,tertiary,no,0,yes,no,cellular,2,feb,116,3,no
10700,30,management,single,tertiary,no,536,no,no,cellular,2,jul,309,1,yes
10701,52,management,married,tertiary,no,261,yes,no,unknown,12,jun,437,2,no
10702,55,self-employed,divorced,secondary,no,0,no,no,cellular,29,jul,94,2,no
10703,42,admin.,divorced,secondary,no,-67,no,no,cellular,21,nov,137,2,no
10704,40,admin.,married,secondary,no,168,yes,no,cellular,7,may,249,2,no
10705,27,management,married,tertiary,no,1,yes,no,cellular,22,jul,152,1,no
10706,54,retired,married,primary,no,309,no,no,cellular,13,aug,969,2,yes
10707,40,blue-collar,married,secondary,no,271,yes,no,unknown,29,may,483,2,no
10708,49,services,divorced,secondary,no,579,yes,no,cellular,11,may,158,1,no
10709,36,services,married,primary,no,0,yes,no,unknown,2,jun,1036,1,yes
10710,43,entrepreneur,married,tertiary,no,1,yes,yes,cellular,15,jul,61,2,no
10711,50,technician,divorced,secondary,no,148,yes,no,cellular,17,apr,413,2,no
10712,31,self-employed,married,tertiary,no,1134,no,no,cellular,6,feb,174,2,no
10713,30,services,single,secondary,no,726,yes,yes,cellular,30,jul,109,3,no
10714,39,entrepreneur,married,tertiary,no,942,yes,no,cellular,14,aug,880,3,yes
10715,47,housemaid,married,secondary,no,1152,no,no,telephone,7,jul,260,13,no
10716,59,management,married,primary,no,1727,no,no,telephone,25,may,500,4,yes
10717,49,retired,married,primary,no,375,no,yes,telephone,21,jul,110,7,no
10718,58,retired,married,primary,yes,-235,no,yes,telephone,27,may,93,2,no
10719,42,technician,single,secondary,no,2646,yes,no,cellular,23,jul,280,4,no
10720,57,management,married,tertiary,no,2261,yes,no,unknown,8,may,1007,1,no
10721,52,management,married,tertiary,no,-970,yes,no,cellular,4,feb,489,1,yes
10722,36,unemployed,married,tertiary,no,73,no,no,cellular,23,jul,172,2,no
10723,53,blue-collar,single,secondary,no,5715,no,no,cellular,28,jan,287,2,no
10724,23,student,single,secondary,no,2412,yes,no,cellular,11,may,239,5,no
10725,55,retired,married,primary,no,0,yes,no,cellular,6,aug,113,4,no
10726,47,management,married,tertiary,no,866,no,no,unknown,20,jun,7,7,no
10727,27,technician,single,secondary,no,155,yes,no,cellular,18,may,26,4,no
10728,56,entrepreneur,married,tertiary,no,8741,yes,no,unknown,20,may,318,3,no
10729,36,entrepreneur,single,tertiary,no,658,yes,no,cellular,29,jan,99,1,no
10730,58,retired,married,primary,no,565,no,no,telephone,8,oct,153,1,yes
10731,37,blue-collar,married,secondary,no,723,yes,no,cellular,18,nov,119,1,no
10732,45,management,married,tertiary,no,2671,no,no,cellular,14,aug,94,4,yes
10733,55,retired,married,secondary,no,905,no,no,cellular,30,jan,861,1,no
10734,40,admin.,married,tertiary,no,10035,no,no,unknown,9,jun,29,1,no
10735,28,technician,single,secondary,no,981,yes,no,cellular,24,jul,225,1,no
10736,49,retired,married,primary,no,1672,no,no,cellular,17,jul,128,3,no
10737,54,management,married,tertiary,no,148,no,yes,cellular,24,jul,42,3,no
10738,28,entrepreneur,married,secondary,no,422,yes,no,unknown,19,may,394,2,no
10739,36,management,married,unknown,no,-35,yes,yes,unknown,21,may,17,2,no
10740,35,technician,single,secondary,no,1717,no,no,cellular,14,aug,206,2,no
10741,31,admin.,single,secondary,no,513,yes,no,unknown,13,may,180,1,no
10742,26,blue-collar,married,primary,no,-157,yes,no,unknown,19,jun,60,1,no
10743,25,services,single,secondary,no,2311,no,yes,cellular,21,jul,1105,2,yes
10744,38,management,married,tertiary,no,1617,yes,no,cellular,16,apr,691,1,no
10745,29,entrepreneur,single,tertiary,no,1028,no,no,cellular,3,feb,667,2,no
10746,49,management,married,tertiary,no,2037,no,no,unknown,5,oct,10,1,no
10747,51,blue-collar,divorced,primary,no,83,yes,no,unknown,16,may,24,4,no
10748,51,technician,married,secondary,no,313,no,yes,cellular,8,jul,378,1,no
10749,37,technician,single,tertiary,no,876,yes,no,unknown,23,may,213,4,no
10750,31,admin.,single,secondary,no,678,yes,no,unknown,3,jun,117,4,no
10751,36,technician,single,secondary,no,664,no,no,cellular,22,aug,309,3,no
10752,32,blue-collar,married,secondary,no,564,yes,no,unknown,21,may,660,1,no
10753,49,self-employed,married,secondary,no,0,yes,no,unknown,3,jun,51,9,no
10754,28,management,single,tertiary,no,866,no,no,cellular,23,mar,191,2,yes
10755,45,housemaid,divorced,primary,no,544,no,no,unknown,11,jun,110,1,no
10756,40,services,married,unknown,no,88,yes,no,unknown,9,jun,78,2,no
10757,23,admin.,single,secondary,no,345,yes,no,unknown,27,may,330,2,no
10758,37,technician,married,secondary,no,1458,no,no,cellular,30,apr,281,1,yes
10759,37,blue-collar,married,secondary,no,-251,yes,no,cellular,12,may,146,3,no
10760,52,entrepreneur,married,secondary,no,0,no,no,cellular,7,aug,82,2,no
10761,49,blue-collar,married,secondary,no,3728,yes,no,cellular,11,jul,1060,2,yes
10762,29,management,single,tertiary,no,4331,no,no,cellular,7,jul,611,1,no
10763,27,services,married,secondary,no,0,yes,no,cellular,28,jul,334,8,no
10764,27,self-employed,single,secondary,no,923,no,no,cellular,5,feb,139,1,no
10765,57,retired,married,primary,no,1623,yes,yes,cellular,18,jul,246,1,no
10766,40,blue-collar,married,unknown,no,0,yes,no,cellular,14,jul,699,3,no
10767,55,management,married,tertiary,no,23189,yes,no,unknown,14,may,77,1,no
10768,33,technician,married,tertiary,no,8023,no,no,cellular,30,nov,107,1,no
10769,40,housemaid,married,primary,no,118,yes,no,cellular,5,feb,162,2,no
10770,41,management,single,tertiary,no,7595,no,no,cellular,17,nov,1121,2,no
10771,31,services,married,unknown,no,-82,yes,no,cellular,31,jul,543,31,no
10772,43,blue-collar,married,primary,no,7727,yes,no,unknown,15,may,302,8,no
10773,39,management,single,tertiary,no,572,yes,no,cellular,31,jul,153,20,no
10774,54,blue-collar,single,primary,no,-119,yes,no,cellular,13,may,261,1,no
10775,52,technician,married,tertiary,no,136,yes,no,telephone,14,may,46,2,no
10776,43,entrepreneur,married,secondary,no,0,no,no,telephone,4,may,6,4,no
10777,34,admin.,single,secondary,no,69,yes,no,telephone,6,may,92,3,no
10778,46,technician,divorced,secondary,no,1,yes,yes,unknown,26,may,200,3,no
10779,40,blue-collar,married,primary,no,-616,yes,no,unknown,17,jun,370,2,no
10780,33,technician,married,secondary,no,362,no,yes,cellular,26,aug,160,6,no
10781,42,blue-collar,married,unknown,no,408,yes,no,unknown,5,may,107,2,no
10782,42,management,single,tertiary,no,515,yes,no,cellular,19,nov,501,2,no
10783,54,housemaid,married,secondary,no,42,yes,no,unknown,13,may,514,5,no
10784,38,technician,single,secondary,no,4359,no,no,cellular,8,aug,170,2,no
10785,31,technician,single,secondary,no,691,yes,no,cellular,8,may,198,1,no
10786,47,blue-collar,single,primary,no,355,yes,no,cellular,14,may,144,3,no
10787,35,technician,married,secondary,no,700,yes,no,unknown,23,may,240,2,no
10788,56,entrepreneur,married,tertiary,no,-65,yes,no,unknown,30,jun,45,2,no
10789,39,technician,married,secondary,no,0,no,no,cellular,4,aug,281,3,no
10790,56,entrepreneur,divorced,primary,no,29,no,no,cellular,29,jan,52,2,no
10791,41,blue-collar,married,primary,no,16431,no,no,unknown,9,jun,139,1,no
10792,42,technician,married,secondary,no,0,no,no,unknown,9,jun,81,1,no
10793,55,blue-collar,married,primary,no,-79,no,yes,unknown,27,jun,293,3,no
10794,33,unemployed,married,tertiary,no,271,yes,yes,cellular,28,jul,262,4,no
10795,27,admin.,single,secondary,no,1408,no,no,cellular,27,may,242,2,no
10796,50,self-employed,married,secondary,no,0,yes,no,telephone,12,may,352,2,no
10797,42,technician,married,secondary,no,5,no,no,cellular,21,aug,98,2,no
10798,48,management,divorced,tertiary,no,-130,yes,no,cellular,29,sep,110,2,no
10799,41,technician,married,secondary,no,2490,yes,no,unknown,21,may,115,2,no
10800,48,services,divorced,secondary,no,297,no,no,cellular,18,aug,121,4,no
10801,35,unemployed,single,secondary,no,221,no,no,cellular,29,jan,374,1,no
10802,33,admin.,single,secondary,no,315,yes,yes,cellular,14,may,888,3,yes
10803,51,technician,married,secondary,no,219,no,no,telephone,18,aug,63,2,no
10804,39,blue-collar,married,secondary,no,0,yes,no,cellular,30,apr,53,1,no
10805,43,management,single,secondary,no,1029,yes,no,unknown,2,jun,145,1,no
10806,57,admin.,married,secondary,no,5888,no,yes,unknown,11,jun,288,3,no
10807,35,management,single,tertiary,no,5958,yes,no,cellular,22,mar,215,1,yes
10808,37,blue-collar,married,secondary,no,1736,no,yes,unknown,18,jun,66,1,no
10809,35,admin.,single,secondary,no,206,yes,no,cellular,30,apr,144,2,no
10810,41,services,married,secondary,no,96,yes,no,unknown,30,may,136,2,no
10811,21,student,single,secondary,no,130,no,no,cellular,11,may,113,2,no
10812,35,blue-collar,married,secondary,no,323,yes,no,cellular,13,may,46,1,no
10813,35,blue-collar,married,secondary,no,-557,yes,yes,unknown,21,may,249,1,no
10814,35,services,single,secondary,no,2110,no,yes,cellular,7,jul,39,1,no
10815,33,technician,married,secondary,no,-160,yes,no,cellular,21,jul,898,5,no
10816,45,services,single,secondary,no,1757,yes,no,cellular,20,apr,1010,3,no
10817,49,admin.,married,secondary,no,0,yes,yes,cellular,29,jul,71,7,no
10818,51,admin.,married,secondary,no,1699,no,no,unknown,5,jun,153,2,no
10819,59,retired,married,secondary,no,2396,no,no,cellular,27,aug,1040,6,yes
10820,35,student,single,secondary,no,188,yes,no,cellular,16,feb,75,3,yes
10821,62,retired,married,secondary,no,3340,no,no,cellular,4,aug,259,1,no
10822,57,retired,married,primary,no,9367,no,no,cellular,14,may,700,4,yes
10823,28,technician,married,tertiary,no,161,yes,no,cellular,20,apr,268,2,no
10824,32,technician,single,secondary,no,0,yes,no,cellular,12,may,61,4,no
10825,58,technician,married,secondary,no,1476,yes,no,cellular,17,apr,286,1,no
10826,44,management,divorced,tertiary,no,3321,no,no,cellular,13,aug,73,3,no
10827,34,management,married,tertiary,no,436,no,yes,cellular,28,jul,118,4,no
10828,48,management,married,tertiary,no,567,no,no,cellular,27,aug,20,34,no
10829,31,management,single,tertiary,no,307,no,no,cellular,21,nov,86,2,no
10830,39,technician,married,secondary,no,616,no,no,telephone,8,dec,170,1,no
10831,47,blue-collar,married,primary,no,683,yes,no,cellular,15,jul,106,12,no
10832,62,retired,married,secondary,no,495,no,yes,telephone,9,sep,494,2,no
10833,32,technician,single,tertiary,no,5204,no,no,cellular,8,aug,31,2,no
10834,43,technician,married,primary,no,2586,yes,no,cellular,20,apr,354,1,no
10835,61,retired,married,primary,no,2863,no,no,cellular,13,nov,264,1,no
10836,53,technician,married,tertiary,no,673,yes,no,cellular,9,jul,182,1,no
10837,30,technician,single,secondary,no,816,yes,no,unknown,14,nov,179,1,yes
10838,34,technician,single,tertiary,no,2521,no,no,cellular,13,aug,73,2,no
10839,54,services,married,unknown,no,324,no,no,cellular,29,aug,124,11,no
10840,41,management,married,tertiary,no,768,no,no,cellular,7,aug,229,3,no
10841,56,services,married,secondary,no,2658,yes,no,unknown,15,may,302,1,no
10842,29,admin.,married,secondary,no,111,no,yes,cellular,11,jul,114,1,no
10843,45,admin.,single,secondary,no,0,yes,no,cellular,8,may,38,1,no
10844,43,admin.,single,secondary,no,445,yes,no,unknown,19,may,546,2,no
10845,34,unemployed,married,tertiary,no,473,no,no,cellular,28,aug,94,11,no
10846,59,services,married,secondary,no,7475,no,no,unknown,15,may,587,1,no
10847,31,technician,married,secondary,no,0,no,no,cellular,20,aug,117,4,no
10848,61,retired,married,primary,no,3738,no,no,telephone,6,feb,188,1,no
10849,50,management,single,tertiary,no,486,no,yes,unknown,11,jan,28,1,no
10850,32,admin.,divorced,secondary,no,43,yes,no,unknown,9,may,218,2,no
10851,45,management,married,tertiary,no,1323,yes,no,cellular,17,nov,550,1,no
10852,28,blue-collar,single,secondary,no,-267,yes,no,unknown,20,jun,86,4,no
10853,27,admin.,single,secondary,no,1327,no,no,cellular,12,apr,339,1,no
10854,30,technician,single,secondary,no,1282,no,no,cellular,6,feb,156,2,no
10855,75,retired,married,primary,no,1765,no,no,telephone,14,sep,808,1,yes
10856,36,blue-collar,married,primary,no,0,yes,no,unknown,6,jun,246,4,no
10857,57,retired,married,secondary,no,1044,no,no,telephone,12,jul,567,1,yes
10858,37,services,married,secondary,no,1372,yes,no,unknown,6,jun,129,2,no
10859,56,services,married,secondary,no,1860,yes,no,unknown,20,jun,129,5,no
10860,55,management,married,secondary,no,964,no,no,cellular,3,feb,66,3,no
10861,58,blue-collar,married,secondary,no,-37,yes,no,unknown,27,may,140,2,no
10862,41,admin.,married,secondary,no,2,yes,no,unknown,19,jun,64,1,no
10863,30,admin.,married,secondary,no,1165,no,no,cellular,25,may,205,1,no
10864,34,admin.,single,secondary,no,4436,yes,no,cellular,20,nov,292,2,no
10865,50,blue-collar,married,primary,no,216,yes,no,cellular,17,jul,195,3,no
10866,41,blue-collar,married,primary,no,0,yes,no,cellular,6,feb,620,4,no
10867,50,entrepreneur,married,secondary,no,854,no,no,cellular,16,apr,198,1,no
10868,39,management,single,tertiary,no,2258,yes,no,cellular,31,jul,255,2,no
10869,41,technician,divorced,secondary,no,988,no,no,cellular,21,aug,429,2,no
10870,47,blue-collar,married,secondary,no,-18,no,yes,cellular,22,aug,155,2,no
10871,46,blue-collar,married,secondary,no,9347,yes,no,cellular,19,nov,138,1,no
10872,32,technician,single,secondary,no,3586,no,no,cellular,18,aug,71,3,no
10873,35,services,single,secondary,no,417,yes,no,cellular,14,jul,201,3,no
10874,41,admin.,married,secondary,no,158,yes,no,cellular,13,may,426,1,no
10875,38,management,married,tertiary,no,4293,yes,no,cellular,6,may,92,2,no
10876,56,unemployed,divorced,tertiary,no,832,no,no,unknown,6,jun,36,2,no
10877,42,technician,single,secondary,no,49,no,no,cellular,9,feb,7,10,no
10878,44,blue-collar,married,secondary,no,1397,no,no,cellular,20,nov,326,1,no
10879,24,blue-collar,single,unknown,no,76,yes,no,unknown,19,may,345,1,no
10880,56,technician,married,primary,no,675,yes,no,unknown,29,may,137,1,no
10881,47,blue-collar,married,secondary,no,0,yes,no,cellular,9,feb,168,4,no
10882,30,services,married,secondary,no,-27,yes,no,cellular,18,jul,65,1,no
10883,29,blue-collar,single,secondary,no,-15,yes,no,unknown,28,may,140,1,no
10884,36,management,married,tertiary,no,348,no,yes,cellular,22,jul,307,1,no
10885,51,management,married,primary,yes,57,yes,yes,unknown,8,may,61,1,no
10886,27,management,single,secondary,no,843,no,no,cellular,12,jul,123,2,no
10887,43,blue-collar,married,secondary,no,5997,yes,no,cellular,15,may,270,3,no
10888,34,blue-collar,married,secondary,no,640,yes,no,cellular,29,apr,636,2,yes
10889,37,management,married,secondary,no,222,yes,no,cellular,20,apr,115,2,no
10890,31,management,single,tertiary,no,130,yes,no,cellular,5,may,155,1,no
10891,26,housemaid,single,primary,yes,-1006,yes,yes,cellular,21,jul,222,1,no
10892,42,management,single,tertiary,yes,130,yes,yes,cellular,18,nov,112,1,no
10893,35,admin.,married,primary,no,189,yes,no,cellular,11,may,95,1,no
10894,38,blue-collar,married,primary,no,1495,yes,no,unknown,2,jun,74,3,no
10895,36,management,married,tertiary,no,293,yes,no,unknown,27,may,287,4,no
10896,54,entrepreneur,married,unknown,no,1021,no,no,unknown,20,jun,13,7,no
10897,37,services,married,secondary,no,655,no,no,cellular,13,may,272,1,no
10898,43,blue-collar,married,primary,no,-101,yes,no,unknown,14,may,122,4,no
10899,56,unemployed,married,primary,no,122,no,no,cellular,4,feb,72,2,no
10900,35,blue-collar,married,primary,no,-210,yes,yes,telephone,7,apr,235,3,no
10901,51,retired,married,primary,no,34,yes,no,cellular,16,jul,69,2,no
10902,55,technician,married,unknown,no,0,no,no,unknown,16,jun,153,1,no
